,encoding,probabilities
30,"[[-4.0903254  -1.5171036  -1.2156287  -7.439276   -5.1300726  -7.621367
  -4.9536576  -9.111155   -0.9991831  -7.4339356  -1.1034759  -4.5615835
  -1.4495295  -2.765002   -6.9399815  -1.2367197   9.025951   -7.0282407
  -4.3450384  -5.267611   -3.0078976  -2.5004077  -3.4096563  -6.581258
  -4.6617756  -2.3779898  -1.4325881  -1.2181407  -2.789661   10.861785
  -1.5208201  -7.4374604  -4.2201467  -7.336423   -0.9957191  -5.9166875
  -7.249405   -1.7254494  -5.516359   -2.0247731  -7.534925    7.709648
  -7.75189    -7.025625   -7.5565076  -4.5644803  -6.949658   -4.6066575
  -7.8885827  -3.0715885  -3.3978744  -7.2876344  -4.1787195  -7.11989
  -5.11838    -4.944947   -3.0114639  -0.40659055 -5.134921   -7.4233913
  -3.2928045  -7.9797125  -5.1510034  -7.261555  ]]",[[0.9928422]]
31,"[[-3.9307415  -0.88201934 -1.1651665  -6.993102   -4.8252635  -7.2107067
  -4.563429   -8.654757   -0.6549336  -7.0189466  -0.64959395 -4.368136
  -1.0419186  -2.658681   -6.5745254  -0.7680324   7.9266667  -6.6109138
  -4.2145367  -4.975514   -2.8658333  -2.4577882  -3.249918   -6.232862
  -4.462623   -2.2476666  -1.3905193  -0.7205481  -2.686492    9.558833
  -1.050562   -7.0264945  -4.253067   -6.9381576  -0.6174995  -5.464296
  -6.8174057  -0.9421226  -5.3102756  -1.9113737  -7.108274    6.8712754
  -7.2864747  -6.7420754  -7.111301   -4.3443     -6.714387   -4.336071
  -7.498823   -2.9188502  -3.2139218  -6.907098   -4.24888    -6.7364607
  -4.8697658  -4.749727   -3.0207717  -0.40944096 -4.8162394  -6.906156
  -3.2806196  -7.4793506  -4.898552   -6.898384  ]]",[[0.98722154]]
32,"[[ -7.480418   -12.011068    -2.2992995  -16.121923   -11.090136
  -15.778318   -12.207705   -18.500648    -6.788855   -15.55241
   -8.747123    -8.588582    -8.260261    -4.993687   -14.218934
   -9.024748    28.49363    -15.174294    -7.2279243  -10.964434
   -5.7795568   -3.7019918   -6.7110405  -13.527836    -8.765106
   -4.8026185   -2.384447    -9.553985    -4.9903264   33.971863
   -9.470835   -15.509766    -4.32798    -15.231324    -7.33027
  -14.357658   -15.62002    -14.886855    -9.937034    -4.323943
  -15.955156    22.632837   -16.819876   -12.983415   -16.27781
   -9.0021515  -12.158566    -9.796308   -15.7525      -6.0464263
   -7.0972195  -14.909025    -3.7141643  -14.74631    -10.100654
   -9.088118    -3.355599    -0.43169254 -11.217545   -17.334906
   -3.9959717  -17.670801   -10.146925   -14.565264  ]]",[[0.99999976]]
33,"[[-10.621936  -18.198038   -3.3228624 -22.948679  -15.946614  -22.48343
  -17.396534  -26.456064  -10.469565  -22.055086  -13.365389  -12.25051
  -12.527208   -7.147901  -20.209389  -13.659722   41.459232  -21.620806
  -10.072366  -15.555516   -8.213541   -5.081472   -9.395356  -19.281038
  -12.378817   -6.8203926  -3.3816216 -14.575579   -7.2009706  49.484806
  -14.304134  -22.01504    -5.6369967 -21.69415   -11.151218  -20.499504
  -22.185957  -22.864346  -14.083657   -6.3087826 -22.78146    32.79067
  -24.008898  -18.224297  -23.211246  -12.878648  -17.00346   -13.716194
  -22.302164   -8.637285  -10.155356  -21.179348   -4.6799903 -20.958763
  -14.309812  -12.877876   -4.3088336  -0.5705137 -15.821061  -24.935253
   -5.209494  -25.280113  -14.365623  -20.667793 ]]",[[1.]]
34,"[[-10.469564  -18.343916   -3.2625597 -22.867805  -15.814696  -22.32465
  -17.450266  -26.328009  -10.399417  -21.941343  -13.45905   -12.057106
  -12.532065   -7.0106134 -20.094137  -13.771922   41.663277  -21.54548
   -9.906646  -15.481102   -8.080876   -5.0031834  -9.447801  -19.142374
  -12.235574   -6.702751   -3.2947664 -14.660752   -7.0138164  49.68788
  -14.407142  -21.890148   -5.3790975 -21.553656  -11.227059  -20.537815
  -22.111792  -22.998072  -13.879337   -6.208009  -22.65193    32.88392
  -23.915163  -18.097818  -23.111975  -12.719248  -16.87054   -13.7367
  -22.171589   -8.496537  -10.089903  -21.059929   -4.451748  -20.883236
  -14.187642  -12.708946   -4.214846   -0.5533708 -15.850239  -24.862198
   -5.098465  -25.180264  -14.24162   -20.518217 ]]",[[1.]]
35,"[[-11.39765   -20.052155   -3.5664563 -24.918388  -17.257074  -24.32874
  -18.995476  -28.707624  -11.4113865 -23.887434  -14.7438965 -13.14181
  -13.691381   -7.624729  -21.89303   -15.047889   45.404022  -23.47646
  -10.757953  -16.838036   -8.770456   -5.4294014 -10.283944  -20.865623
  -13.315999   -7.267056   -3.5872715 -16.03479    -7.6513615  54.15709
  -15.760214  -23.834394   -5.768048  -23.485607  -12.2872    -22.36752
  -24.073866  -25.224934  -15.126879   -6.7940516 -24.69297    35.787037
  -26.054995  -19.67503   -25.186058  -13.869303  -18.35943   -14.935908
  -24.134924   -9.238299  -11.007264  -22.942587   -4.7525544 -22.732548
  -15.436813  -13.82566    -4.518244   -0.5895926 -17.238932  -27.131027
   -5.485832  -27.443274  -15.501146  -22.357094 ]]",[[1.]]
36,"[[ -8.30756   -13.815128   -2.5668905 -17.909796  -12.363491  -17.527767
  -13.587605  -20.597322   -7.8388224 -17.256714  -10.075406   -9.544872
   -9.524568   -5.576873  -15.783279  -10.384628   32.09931   -16.863789
   -7.9596844 -12.198067   -6.4562945  -4.050693   -7.38555   -15.031806
   -9.70982    -5.3750286  -2.6466768 -11.020671   -5.5927577  38.295258
  -10.8510685 -17.217731   -4.68008   -16.930006   -8.432034  -15.989151
  -17.355566  -17.161602  -11.004488   -4.8528376 -17.753714   25.5068
  -18.72234   -14.353396  -18.098537  -10.026332  -13.395674  -10.804058
  -17.459171   -6.7536426  -7.8933263 -16.547401   -3.9588206 -16.403193
  -11.213517  -10.095948   -3.5893734  -0.4726754 -12.4299135 -19.336037
   -4.290464  -19.690802  -11.245639  -16.146975 ]]",[[1.]]
37,"[[ -9.3114195 -15.658442   -2.8867695 -20.10761   -13.908256  -19.67996
  -15.256005  -23.208591   -8.898305  -19.341034  -11.455283  -10.697243
  -10.77847    -6.2523537 -17.719292  -11.7713585  36.16573   -18.947231
   -8.870125  -13.671205   -7.206775   -4.512007   -8.3153105 -16.881218
  -10.86648    -5.984418   -2.951224  -12.519731   -6.261964   43.14604
  -12.316658  -19.305431   -5.0970283 -18.996347   -9.576175  -17.969074
  -19.461407  -19.563486  -12.326672   -5.4605217 -19.937166   28.667421
  -21.036486  -16.064499  -20.328096  -11.252215  -15.004607  -12.094544
  -19.58352    -7.54954    -8.885057  -18.574604   -4.2947617 -18.421581
  -12.5547    -11.298507   -3.9251869  -0.5148596 -13.937706  -21.76858
   -4.705835  -22.126484  -12.593696  -18.114073 ]]",[[1.]]
38,"[[-10.3278055  -17.744188    -3.221512   -22.423388   -15.528436
  -21.927385   -17.03932    -25.864037   -10.1058     -21.53515
  -13.012522   -11.8933735  -12.172535    -6.9297185  -19.737198
  -13.322788    40.56892    -21.12623     -9.794242   -15.200728
   -7.9702845   -4.9606676   -9.258746   -18.813011   -12.060285
   -6.6102343   -3.2688804  -14.188297    -6.948728    48.399624
  -13.950257   -21.49627     -5.447143   -21.168396   -10.863272
  -20.074648   -21.683336   -22.259031   -13.6939125   -6.1119995
  -22.234266    32.063408   -23.454893   -17.812656   -22.667086
  -12.525792   -16.627846   -13.460704   -21.781952    -8.378119
   -9.907309   -20.684877    -4.537919   -20.49557    -13.958187
  -12.527331    -4.221744    -0.55200076 -15.519003   -24.350252
   -5.095783   -24.690216   -14.003149   -20.169443  ]]",[[1.]]
39,"[[-11.052932   -19.217607    -3.4513004  -24.150524   -16.699636
  -23.578491   -18.386154   -27.847284   -10.916944   -23.15113
  -14.132125   -12.724636   -13.113453    -7.379907   -21.225107
  -14.422409    43.811268   -22.750647   -10.448868   -16.311728
   -8.478287    -5.2941403  -10.021447   -20.223467   -12.916571
   -7.012089    -3.47285    -15.36152     -7.394242    52.254246
  -15.128294   -23.09208     -5.6435704  -22.755741   -11.773562
  -21.650372   -23.327005   -24.17859    -14.666737    -6.560651
  -23.920137    34.524384   -25.241772   -19.109465   -24.412313
  -13.426927   -17.859587   -14.502164   -23.408428    -8.91991
  -10.669199   -22.243883    -4.68746    -22.03299    -14.958228
  -13.402969    -4.435756    -0.57668734 -16.724266   -26.26325
   -5.374702   -26.57678    -15.027198   -21.680172  ]]",[[1.]]
40,"[[ -8.30756   -13.815128   -2.5668905 -17.909796  -12.363491  -17.527767
  -13.587605  -20.597322   -7.8388224 -17.256714  -10.075406   -9.544872
   -9.524568   -5.576873  -15.783279  -10.384628   32.09931   -16.863789
   -7.9596844 -12.198067   -6.4562945  -4.050693   -7.38555   -15.031806
   -9.70982    -5.3750286  -2.6466768 -11.020671   -5.5927577  38.295258
  -10.8510685 -17.217731   -4.68008   -16.930006   -8.432034  -15.989151
  -17.355566  -17.161602  -11.004488   -4.8528376 -17.753714   25.5068
  -18.72234   -14.353396  -18.098537  -10.026332  -13.395674  -10.804058
  -17.459171   -6.7536426  -7.8933263 -16.547401   -3.9588206 -16.403193
  -11.213517  -10.095948   -3.5893734  -0.4726754 -12.4299135 -19.336037
   -4.290464  -19.690802  -11.245639  -16.146975 ]]",[[1.]]
41,"[[ -4.4641786   -3.18072     -1.3386673   -8.498446    -5.8605137
   -8.592461    -5.8909106  -10.1773405   -1.9325339   -8.418102
   -2.2985444   -5.0279527   -2.5251248   -3.0202446   -7.7925963
   -2.4624932   11.774374    -8.005824    -4.6366496   -5.966819
   -3.358408    -2.58934     -3.7600327   -7.3997564   -5.1267796
   -2.700492    -1.530539    -2.5360887   -3.0405748   14.137163
   -2.7432315   -8.408448    -4.110858    -8.281814    -1.9911141
   -7.0093646   -8.273225    -3.7907116   -5.9947367   -2.3117619
   -8.551856     9.821213    -8.859962    -7.662647    -8.611607
   -5.0878515   -7.466852    -5.2154636   -8.802464    -3.4475775
   -3.8194375   -8.181257    -3.965763    -8.026439    -5.701217
   -5.4127      -2.9459884   -0.40154067  -5.8654947   -8.66911
   -3.278714    -9.18113     -5.734387    -8.109754  ]]",[[0.99834347]]
42,"[[-3.879923   -0.92430216 -1.1507614  -6.9061856  -4.7681413  -7.120147
  -4.5087395  -8.545231   -0.6808668  -6.932113   -0.6789837  -4.3156376
  -1.0690395  -2.6270604  -6.4900007  -0.7953511   7.8773417  -6.5254364
  -4.1565747  -4.91898    -2.8349414  -2.4207182  -3.2056382  -6.1532593
  -4.403826   -2.2254965  -1.3731549  -0.754294   -2.6556835   9.505074
  -1.0699859  -6.939601   -4.1948295  -6.851147   -0.6423179  -5.404936
  -6.731373   -0.991615   -5.242214   -1.8909158  -7.0218897   6.8298054
  -7.1961236  -6.6502647  -7.0231442  -4.290594   -6.616868   -4.2777257
  -7.4013653  -2.8931775  -3.1666675  -6.816427   -4.184994   -6.650092
  -4.810341   -4.688939   -2.9715815  -0.40587595 -4.755377   -6.826542
  -3.227687   -7.3901157  -4.8391266  -6.8098664 ]]",[[0.9868951]]
43,"[[-4.1431623 -1.8766087 -1.2329458 -7.6275234 -5.255357  -7.784848
  -5.1382785 -9.274144  -1.1968188 -7.6080084 -1.3601501 -4.6310453
  -1.6726629 -2.797133  -7.0816803 -1.5002152  9.586149  -7.2011075
  -4.3806553 -5.387338  -3.0643272 -2.5033062 -3.4594889 -6.7178907
  -4.7339735 -2.4326084 -1.4425486 -1.4986368 -2.8228984 11.527205
  -1.7804487 -7.6062837 -4.1617374 -7.49796   -1.2078145 -6.124262
  -7.4346666 -2.165786  -5.584715  -2.0733962 -7.71175    8.132183
  -7.94623   -7.120654  -7.7410045 -4.6463976 -7.0128193 -4.7173934
  -8.037689  -3.1331708 -3.4667797 -7.4374223 -4.0968275 -7.273487
  -5.217599  -5.013372  -2.9776483 -0.4015752 -5.268509  -7.6523314
  -3.2712002 -8.192026  -5.2464776 -7.40322  ]]",[[0.9946774]]
44,"[[-22.668816   30.117224  -14.83583   -80.38958   -45.04779   -76.54762
  -51.50519   -68.97871    19.18029   -73.72737    29.013168  -13.972142
   35.68604    -1.6832352 -74.59528    24.499924   40.045532  -81.74541
   -9.856065  -30.946941    2.946983   -8.0592785 -56.456074  -63.405514
  -40.239277   38.57115   -18.551142   30.753677    1.33825    52.64003
    1.1215572 -71.98707    26.773874  -71.2698     28.064882  -50.01933
  -80.13426    21.639267  -49.423126  -12.146179  -76.270454  -18.306389
  -78.10596   -76.234     -78.39254   -30.15278   -60.48069   -69.34158
  -73.566895   -2.728342  -38.896297  -72.94795     8.183012   -9.35004
  -43.719894  -12.916333   -6.672316   -1.1357849 -63.99273   -84.76743
  -12.359265  -79.62911   -32.17684   -75.701355 ]]",[[0.00019684]]
45,"[[-2.1842108e+01  2.6913734e+01 -1.4094472e+01 -7.6843933e+01
  -4.3221485e+01 -7.3191132e+01 -4.9438652e+01 -6.6311829e+01
   1.7255100e+01 -7.0522369e+01  2.6255613e+01 -1.3785959e+01
   3.2632317e+01 -1.9457942e+00 -7.1209648e+01  2.1985214e+01
   4.0354156e+01 -7.8050240e+01 -9.7512693e+00 -2.9944921e+01
   2.3120849e+00 -7.7580743e+00 -5.3526993e+01 -6.0647346e+01
  -3.8450314e+01  3.5857941e+01 -1.7567575e+01  2.7780874e+01
   8.8706481e-01  5.2719139e+01  2.9912116e-03 -6.8871964e+01
   2.4995531e+01 -6.8181702e+01  2.5537443e+01 -4.8225758e+01
  -7.6569336e+01  1.8584986e+01 -4.7152752e+01 -1.1757050e+01
  -7.2953773e+01 -1.5073024e+01 -7.4763260e+01 -7.2559029e+01
  -7.4992020e+01 -2.9028204e+01 -5.7692703e+01 -6.5971817e+01
  -7.0349892e+01 -3.0523643e+00 -3.7120415e+01 -6.9723045e+01
   7.6142297e+00 -9.9658852e+00 -4.1866165e+01 -1.2821765e+01
  -6.3929954e+00 -1.0930939e+00 -6.1064930e+01 -8.1157494e+01
  -1.1785857e+01 -7.6284775e+01 -3.0994972e+01 -7.2257179e+01]]",[[0.00489731]]
46,"[[-21.28515     23.897      -13.460439   -74.09085    -41.862705
  -70.59384    -47.885723   -64.4393      15.4687     -68.066216
   23.659428   -13.858661    29.785746    -2.2864208  -68.554955
   19.623617    41.29778    -75.13742     -9.9067     -29.334803
    1.6032037   -7.6086555  -51.104866   -58.546917   -37.075947
   33.27589    -16.713036    25.003227     0.36479017  53.584656
   -1.1222246  -66.49095     23.180021   -65.82565     23.178505
  -46.95472    -73.79575     15.67626    -45.360134   -11.473895
  -70.413704   -11.596717   -72.2133     -69.62168    -72.38662
  -28.245316   -55.583824   -63.25248    -67.89158     -3.4494162
  -35.713116   -67.242744     6.889857   -10.995633   -40.43965
  -13.014994    -6.310531    -1.0576193  -58.779495   -78.35393
  -11.455564   -73.75578    -30.204075   -69.55324   ]]",[[0.1084447]]
47,"[[-21.43561    24.04375   -13.55566   -74.61768   -42.162575  -71.095825
  -48.229534  -64.90503    15.565236  -68.54734    23.808376  -13.958638
   29.981157   -2.302919  -69.03945    19.74555    41.619236  -75.672966
   -9.97611   -29.545189    1.6137539  -7.66063   -51.46737   -58.96368
  -37.337498   33.50526   -16.828014   25.160425    0.3681421  53.998474
   -1.1466278 -66.96033    23.350323  -66.29435    23.328232  -47.292828
  -74.3188     15.751566  -45.679     -11.5571375 -70.91455   -11.654988
  -72.73116   -70.109024  -72.903336  -28.446236  -55.977386  -63.69639
  -68.37328    -3.4720724 -35.969658  -67.72152     6.9454594 -11.083771
  -40.723854  -13.108144   -6.349613   -1.0638125 -59.195885  -78.91611
  -11.5311365 -74.28433   -30.417995  -70.04482  ]]",[[0.11095712]]
48,"[[-21.801987    27.081636   -14.08983    -76.779785   -43.166496
  -73.1274     -49.377274   -66.20848     17.351467   -70.46105
   26.387636   -13.725555    32.759506    -1.906353   -71.16108
   22.113974    40.10539    -77.994675    -9.704179   -29.879217
    2.3648756   -7.7400923  -53.52499    -60.59103    -38.416416
   35.940155   -17.570997    27.923372     0.93007475  52.42656
    0.1118263  -68.80976     25.045582   -68.118614    25.649723
  -48.142075   -76.511246    18.786674   -47.121223   -11.730421
  -72.88714    -15.317255   -74.68899    -72.52868    -74.9219
  -28.980385   -57.651157   -65.95663    -70.28634     -3.003731
  -37.09506    -69.663994     7.638885    -9.83844    -41.82433
  -12.756613    -6.382676    -1.091649   -61.027954   -81.07838
  -11.775269   -76.20287    -30.942184   -72.207184  ]]",[[0.00367893]]
49,"[[-22.82094    30.495079  -14.950982  -80.97846   -45.365192  -77.10832
  -51.8664    -69.46685    19.413513  -74.261375   29.344444  -14.041003
   36.071827   -1.6690044 -75.15029    24.797752   40.170284  -82.35377
   -9.900245  -31.145489    3.0143092  -8.116067  -56.912914  -63.867645
  -40.53422    38.93806   -18.70013    31.113407    1.3835803  52.830147
    1.2183365 -72.5075     27.019554  -71.788025   28.374514  -50.35477
  -80.72254    21.966076  -49.791855  -12.223531  -76.82614   -18.636051
  -78.67263   -76.81729   -78.964485  -30.357224  -60.940083  -69.87351
  -74.10534    -2.7088554 -39.18731   -73.48372     8.258193   -9.342236
  -44.03232   -12.972535   -6.720818   -1.1434704 -64.46915   -85.38039
  -12.452208  -80.202126  -32.392296  -76.26318  ]]",[[0.00014632]]
50,"[[-4.056323   -1.6352612  -1.2071528  -7.4029036  -5.1045923  -7.5749917
  -4.9503727  -9.034772   -1.070046   -7.3984804  -1.1862141  -4.5307684
  -1.5208977  -2.742496   -6.8918376  -1.3201383   9.10708    -6.987865
  -4.3044076  -5.2438216  -2.997183   -2.4706628  -3.3720305  -6.5388837
  -4.626539   -2.3721616  -1.4188002  -1.3112954  -2.7700183  10.963919
  -1.594094   -7.396716   -4.158113   -7.294953   -1.0642223  -5.908935
  -7.217034   -1.8666222  -5.4722466  -2.0189874  -7.497       7.7687373
  -7.713276   -6.962108   -7.5161877  -4.534962   -6.8726892  -4.5757785
  -7.8340983  -3.062115   -3.368787   -7.2390575  -4.1046605  -7.0775914
  -5.0893297  -4.908944   -2.961748   -0.40157005 -5.105403   -7.400511
  -3.2439098  -7.945261   -5.1177936  -7.2141385 ]]",[[0.9931503]]
51,"[[-3.903279   -0.8818957  -1.1577582  -6.940776   -4.790048   -7.157908
  -4.526044   -8.592702   -0.6571421  -6.9667525  -0.6486317  -4.33868
  -1.0428766  -2.6421614  -6.525978   -0.7665827   7.870591   -6.5593715
  -4.1847143  -4.9405923  -2.8479378  -2.4401865  -3.2257526  -6.18645
  -4.4302425  -2.2347407  -1.3812306  -0.7214213  -2.6702418   9.493607
  -1.0455906  -6.974946   -4.2282104  -6.886846   -0.61743927 -5.423516
  -6.7651515  -0.9408238  -5.272491   -1.8991286  -7.0558705   6.8262362
  -7.23178    -6.692408   -7.057927   -4.3137116  -6.66449    -4.3015065
  -7.44365    -2.9021244  -3.18806    -6.855095   -4.2224197  -6.684964
  -4.834798   -4.71659    -2.998645   -0.40736413 -4.77899    -6.854469
  -3.2554264  -7.424028   -4.8640738  -6.847221  ]]",[[0.98684]]
52,"[[ -4.8071957   -4.2639613   -1.4464003   -9.384425    -6.468374
   -9.424682    -6.639647   -11.118905    -2.5333133   -9.25063
   -3.0833936   -5.4364066   -3.2289104   -3.2442138   -8.533864
   -3.266782    13.779824    -8.839793    -4.929513    -6.5477896
   -3.6416411   -2.7098134   -4.0872293   -8.109593    -5.5459614
   -2.9522262   -1.6305412   -3.393652    -3.2633896   16.514896
   -3.5632904   -9.23418     -4.1170864   -9.088582    -2.6421142
   -7.872412    -9.133048    -5.1435037   -6.441657    -2.5437179
   -9.410421    11.360749    -9.784424    -8.266934    -9.502476
   -5.53937     -7.990402    -5.7492814   -9.602146    -3.750332
   -4.197514    -8.959167    -3.9086218   -8.804951    -6.2104726
   -5.834288    -2.9790447   -0.40283883  -6.4861565   -9.681304
   -3.353141   -10.172177    -6.2404346   -8.854043  ]]",[[0.9994306]]
53,"[[ -8.446776   -13.813257    -2.6713603  -18.284151   -12.63223
  -17.936764   -13.753345   -21.098179    -7.9077973  -17.576372
  -10.065851    -9.668417    -9.476636    -5.641921   -16.160643
  -10.380296    32.349724   -17.265373    -7.978782   -12.339424
   -6.4788013   -4.034855    -7.632364   -15.383173    -9.90097
   -5.203344    -2.7381108  -11.040199    -5.676325    38.64217
  -10.964198   -17.550709    -4.4916253  -17.275164    -8.389713
  -16.206339   -17.703436   -17.367273   -11.273682    -4.9574804
  -18.15056     25.411463   -19.1294     -14.687133   -18.506567
  -10.213834   -13.674144   -11.081336   -17.823648    -6.827284
   -8.124388   -16.919365    -3.8520417  -16.4291     -11.432679
  -10.17692     -3.5203815   -0.48402846 -12.697019   -19.837973
   -4.2420926  -20.096085   -11.376766   -16.526047  ]]",[[1.]]
54,"[[-10.620677   -18.392271    -3.312246   -23.158972   -16.019556
  -22.62085    -17.622477   -26.709679   -10.446596   -22.21945
  -13.498466   -12.229848   -12.575989    -7.1071496  -20.36614
  -13.806783    41.983032   -21.818832   -10.0565815  -15.6708145
   -8.174758    -5.0934305   -9.593532   -19.405195   -12.4121475
   -6.771838    -3.34696    -14.69888     -7.120291    50.075253
  -14.4686365  -22.170588    -5.5030594  -21.836895   -11.262786
  -20.757849   -22.381119   -23.102173   -14.092147    -6.2917876
  -22.944937    33.130386   -24.216124   -18.356302   -23.408386
  -12.896179   -17.148663   -13.913752   -22.468622    -8.596658
  -10.227253   -21.343737    -4.5771475  -21.149231   -14.371873
  -12.88487     -4.301483    -0.55887514 -16.044151   -25.167334
   -5.203809   -25.489428   -14.431441   -20.803562  ]]",[[1.]]
